"","code","sections","college","sub_college","abbr","no","title","student","A","tgp","avg"
"6790","PSYCH 481",1,NA,NA,"PSYCH",481,"SMNR ADV QUANT METH",16,9,62.4,3.9
"6791","PSYCH 486",3,NA,NA,"PSYCH",486,"ANIMAL MIND",76,40,274.6,3.61315789473684
"6792","PSYCH 488",12,"College of Arts and Sciences","Natural Sciences","PSYCH",488,"STRESS & COPING",411,168,1453.4,3.53625304136253
"6793","PSYCH 489",23,NA,NA,"PSYCH",489,"CLINICAL PSYCHOLOGY",686,181,2236.5,3.26020408163265
"6794","PSYCH 490",3,NA,NA,"PSYCH",490,"STRESS MANAGEMENT",107,66,396.1,3.7018691588785
"6795","PSYCH 504",1,NA,NA,"PSYCH",504,"CORE CNCPT BEH NRSC",15,15,60,4
"6796","PSYCH 510",2,NA,NA,"PSYCH",510,"CORE CNCPTS SOC PSY",30,13,111,3.7
"6797","PSYCH 514",1,"College of Arts and Sciences","Natural Sciences","PSYCH",514,"COGNIT & LING DEVEL",15,11,57,3.8
"6798","PSYCH 522",10,NA,NA,"PSYCH",522,"STAT CMPUTATION LAB",211,131,793.7,3.76161137440758
"6799","PSYCH 523",7,NA,NA,"PSYCH",523,"STAT CMPUTATION LAB",129,69,479.8,3.71937984496124
"6800","PSYCH 524",9,NA,NA,"PSYCH",524,"INTRO STAT/DATA ANL",193,88,703.1,3.64300518134715
"6801","PSYCH 525",7,NA,NA,"PSYCH",525,"LINEAR MODELS",129,69,479.8,3.71937984496124
"6802","PSYCH 548",1,NA,NA,"PSYCH",548,"ADV QUANT PSYCH",15,13,58.5,3.9
"6803","PSYCH 560",1,NA,NA,"PSYCH",560,"RESEARCH STRATEGIES",16,16,64,4
"6804","PSYCH 562",1,NA,NA,"PSYCH",562,"EVOLUTIONARY PSYCH",15,15,60,4
"6805","PSYCH 563",1,"College of Arts and Sciences","Natural Sciences","PSYCH",563,"DEV PSY HMN RLT NAT",17,14,66.3,3.9
"6806","PSYCH 575",1,NA,NA,"PSYCH",575,"ANXIETY DISORDERS",19,19,76,4
"6807","PSYCLN 585",1,NA,NA,"PSYCLN",585,"FIELD WORK-CLINICAL",24,24,96,4
"6808","PUBPOL 201",6,NA,NA,"PUBPOL",201,"INTO PUB POL & GOV",332,36,1075.6,3.23975903614458
"6809","PUBPOL 313",1,NA,NA,"PUBPOL",313,"EVIDENCE POL IMPLMNT",16,0,57.6,3.6
"6810","PUBPOL 355",1,NA,NA,"PUBPOL",355,"TOPICS: NONPROFITS",18,3,64.8,3.6
"6811","PUBPOL 403",2,NA,NA,"PUBPOL",403,"PROF LEADERSHIP",67,15,251.2,3.74925373134328
"6812","PUBPOL 499",1,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",499,"TOPICS IN PUB POL",16,0,52.8,3.3
"6813","PUBPOL 501",1,NA,NA,"PUBPOL",501,"LEGISLATIVE RELATNS",16,5,59.2,3.7
"6814","PUBPOL 503",5,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",503,"EXEC LEADRSHP",142,40,534.5,3.76408450704225
"6815","PUBPOL 504",1,NA,NA,"PUBPOL",504,"LEADERSHIP ETHICS",22,1,79.2,3.6
"6816","PUBPOL 507",4,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",507,"MEDIATION AND NEGO",129,93,497.3,3.85503875968992
"6817","PUBPOL 509",2,NA,NA,"PUBPOL",509,"MANAGING PEOPLE",32,9,118.4,3.7
"6818","PUBPOL 511",12,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",511,"MANAGING POLICY PROC",541,48,1940,3.58595194085028
"6819","PUBPOL 512",8,NA,NA,"PUBPOL",512,"MANAGING ORG PERF",357,18,1279.1,3.58291316526611
"6820","PUBPOL 513",7,NA,NA,"PUBPOL",513,"PUB POLICY ANALYSIS",356,21,1265.1,3.55365168539326
"6821","PUBPOL 514",2,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",514,"PSYCH FOR POL ANLYS",56,15,207.2,3.7
"6822","PUBPOL 516",9,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",516,"ECN POL ANLYS MGT I",539,45,1826.8,3.38923933209647
"6823","PUBPOL 517",6,NA,NA,"PUBPOL",517,"ECN POL ANLYS MGT II",358,34,1218.9,3.40474860335196
"6824","PUBPOL 518",3,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",518,"APP COST BENEFIT AN",84,26,317,3.77380952380952
"6825","PUBPOL 522",9,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",522,"FINAN MNGT & BUDG",545,46,1900.1,3.48642201834862
"6826","PUBPOL 523",3,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",523,"ADV BUDGET PUB SECT",91,33,336.7,3.7
"6827","PUBPOL 524",2,NA,NA,"PUBPOL",524,"PUBLIC SECT FINAN",75,27,268.9,3.58533333333333
"6828","PUBPOL 525",2,NA,NA,"PUBPOL",525,"QUAL MTHDS&FLD ANYLS",40,38,156,3.9
"6829","PUBPOL 526",6,NA,NA,"PUBPOL",526,"PROGRAM EVALUATION",359,61,1298.1,3.61587743732591
"6830","PUBPOL 527",6,NA,NA,"PUBPOL",527,"QUANT ANALYSIS I",333,22,1178.4,3.53873873873874
"6831","PUBPOL 528",6,NA,NA,"PUBPOL",528,"QUANT ANALYSIS II",363,54,1254.2,3.45509641873278
"6832","PUBPOL 529",6,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",529,"ADV MULTIVAR ANALYS",133,17,480.9,3.61578947368421
"6833","PUBPOL 531",3,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",531,"DEVELOPMENT MGMT",103,14,370,3.59223300970874
"6834","PUBPOL 532",1,NA,NA,"PUBPOL",532,"INTL DEVEL CAPSTONE",26,18,98.8,3.8
"6835","PUBPOL 533",2,NA,NA,"PUBPOL",533,"ECON OF INTL DEVEL",68,6,244.8,3.6
"6836","PUBPOL 535",2,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",535,"AMER FOREIGN POL",48,18,177.6,3.7
"6837","PUBPOL 537",4,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",537,"TOPICS INTNTL AFFRS",87,8,319,3.66666666666667
"6838","PUBPOL 539",1,NA,NA,"PUBPOL",539,"VALUES INTL DEV",21,1,75.6,3.6
"6839","PUBPOL 541",1,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",541,"ROLE OF NGO INT DEV",29,4,107.3,3.7
"6840","PUBPOL 547",1,NA,NA,"PUBPOL",547,"WATER RESOURCE ECON",16,1,57.6,3.6
"6841","PUBPOL 550",6,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",550,"MGMT NONPROFIT ORGS",163,53,611.1,3.74907975460123
"6842","PUBPOL 551",3,NA,NA,"PUBPOL",551,"PRG DESGN & EVAL",108,14,399.6,3.7
"6843","PUBPOL 553",2,NA,NA,"PUBPOL",553,"NONPROFIT FIN MGMT",53,20,195.6,3.69056603773585
"6844","PUBPOL 555",8,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",555,"TPCS NONPROFIT MGT",168,58,627,3.73214285714286
"6845","PUBPOL 556",2,NA,NA,"PUBPOL",556,"PUBLIC-PRIV PARTNER",72,49,275.2,3.82222222222222
"6846","PUBPOL 557",1,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",557,"MGMT &PUB CPTL MKTS",25,12,92.5,3.7
"6847","PUBPOL 558",1,NA,NA,"PUBPOL",558,"COLAB &MGMT ACR SCT",20,5,74,3.7
"6848","PUBPOL 559",1,NA,NA,"PUBPOL",559,"QUAD BL PERF",18,13,68.4,3.8
"6849","PUBPOL 564",1,NA,NA,"PUBPOL",564,"HOUSING & SOC POL",20,7,74,3.7
"6850","PUBPOL 565",3,NA,NA,"PUBPOL",565,"TOPICS IN URBAN AFF",52,8,182,3.5
"6851","PUBPOL 566",3,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",566,"COMM ECON DEVEL",127,35,473.2,3.7259842519685
"6852","PUBPOL 567",2,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",567,"COMM ENGAG URB GOV",38,37,152,4
"6853","PUBPOL 573",1,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",573,"TPCS ED & SOC POL",37,25,140.6,3.8
"6854","PUBPOL 576",3,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",576,"POVERTY & ANTI-POV",84,7,302.4,3.6
"6855","PUBPOL 578",1,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",578,"ASSET BUILDING",37,5,136.9,3.7
"6856","PUBPOL 579",1,NA,NA,"PUBPOL",579,"CHILD PUB POL",19,3,68.4,3.6
"6857","PUBPOL 582",2,NA,NA,"PUBPOL",582,"COMM CLIMATE CHG",47,41,183.3,3.9
"6858","PUBPOL 590",2,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",590,"ENV POLICY PROCESS",49,27,180.8,3.68979591836735
"6859","PUBPOL 594",3,NA,NA,"PUBPOL",594,"ECON ENVIRON MGMT",54,21,201.3,3.72777777777778
"6860","PUBPOL 595",3,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",595,"TOPICS ENV POL MGMT",66,11,241.1,3.6530303030303
"6861","PUBPOL 596",1,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",596,"ENVIRO RISKS VALUES",33,7,122.1,3.7
"6862","PUBPOL 599",10,"Evans Sch of Public Policy/Gov","Evans Sch of Public Policy/Gov","PUBPOL",599,"SPECIAL TOPICS",201,75,747.9,3.72089552238806
"6863","PUBPOL 608",24,NA,NA,"PUBPOL",608,"CAPSTONE PROJ SMNR",417,249,1575.9,3.77913669064748
"6864","Q SCI 190",9,NA,NA,"Q SCI",190,"QUANT ANLYS ENV SCI",283,48,767.8,2.713074204947
"6865","Q SCI 291",39,NA,NA,"Q SCI",291,"ANLYS FOR BIOL 1",2025,629,6228.7,3.0759012345679
"6866","Q SCI 292",30,NA,NA,"Q SCI",292,"ANLYS FOR BIOL 2",1596,379,4663.9,2.92224310776942
"6867","Q SCI 381",69,NA,NA,"Q SCI",381,"INTRO PROBABIL&STAT",4718,961,14559.8,3.08601102161933
"6868","Q SCI 403",2,"College of the Environment","College on the Environment","Q SCI",403,"RESAMPLING INFER",30,6,111,3.7
"6869","Q SCI 454",1,"College of the Environment","College on the Environment","Q SCI",454,"ECOLOGICAL MODELING",15,6,51,3.4
"6870","Q SCI 480",3,NA,NA,"Q SCI",480,"SAMPLING THEORY",58,19,198.3,3.41896551724138
"6871","Q SCI 482",28,NA,NA,"Q SCI",482,"STAT INFR IN ECOL",1615,489,5545.5,3.43374613003096
"6872","Q SCI 483",12,NA,NA,"Q SCI",483,"STAT REGRES IN ECOL",414,103,1356.1,3.2756038647343
"6873","Q SCI 486",2,NA,NA,"Q SCI",486,"EXPERIMENTAL DESIGN",61,12,211.5,3.4672131147541
"6874","QMETH 201",67,NA,NA,"QMETH",201,"INTRO TO STAT MTHDS",6489,564,18968.5,2.92317768531361
"6875","QMETH 450",13,"Foster School of Business","Foster School of Business","QMETH",450,"SPREADSHEET MODELS",508,44,1721,3.38779527559055
"6876","QMETH 500",16,NA,NA,"QMETH",500,"STAT ANLYS FOR MGMT",891,103,2985.9,3.35117845117845
"6877","QMETH 501",23,NA,NA,"QMETH",501,"DECSN SUP MODELS",1050,207,3661.3,3.48695238095238
"6878","QMETH 510",3,"Foster School of Business","Foster School of Business","QMETH",510,"DATA ANALYSIS",175,39,612.5,3.5
"6879","QMETH 551",19,NA,NA,"QMETH",551,"SPREADSHEET MODELING",608,173,2148.9,3.534375
"6880","R E 350",2,NA,NA,"R E",350,"INTRO TO REAL EST",73,3,193,2.64383561643836
"6881","R E 401",1,"College of Built Environments","College of Built Environments","R E",401,"HOUSING POLICY",20,10,66,3.3
"6882","R E 508",4,"College of Built Environments","College of Built Environments","R E",508,"FINANCIAL MODEL I",119,54,430.8,3.62016806722689
"6883","R E 509",3,NA,NA,"R E",509,"FINANCIAL MODEL II",81,62,309.7,3.82345679012346
"6884","R E 510",6,"College of Built Environments","College of Built Environments","R E",510,"INTRO REAL ESTATE",165,27,586.4,3.55393939393939
"6885","R E 511",4,"College of Built Environments","College of Built Environments","R E",511,"RE APPRAISAL",98,9,339.9,3.46836734693878
"6886","R E 512",4,"College of Built Environments","College of Built Environments","R E",512,"LEADERS BUILT ENV",97,44,355.2,3.66185567010309
"6887","R E 513",3,NA,NA,"R E",513,"RE FINANCE INVEST",80,20,293.4,3.6675
"6888","R E 514",3,NA,NA,"R E",514,"NEGOTATIONS BE",74,60,286.1,3.86621621621622
"6889","R E 515",4,NA,NA,"R E",515,"REAL ESTATE LAW",98,11,331.7,3.38469387755102
"6890","R E 516",5,NA,NA,"R E",516,"RE ECON/MARKET ANA",122,51,444,3.63934426229508
"6891","R E 517",3,NA,NA,"R E",517,"RE ASSET MGMT",73,16,246.7,3.37945205479452
"6892","R E 518",2,NA,NA,"R E",518,"BEST PRACTICES RE",48,13,174,3.625
"6893","R E 532",2,NA,NA,"R E",532,"RE PROJECT MGMT",33,12,123.7,3.74848484848485
"6894","R E 540",1,"College of Built Environments","College of Built Environments","R E",540,"ADV RE FINANCE/INV",17,10,62.9,3.7
"6895","R E 542",3,"College of Built Environments","College of Built Environments","R E",542,"PP PROJECT FINANCE",64,26,232.8,3.6375
"6896","R E 550",2,NA,NA,"R E",550,"REAL ESTATE DEVEL",47,18,168.5,3.58510638297872
"6897","R E 551",1,NA,NA,"R E",551,"DEVELOPMENT STUDIO",15,8,55.5,3.7
"6898","R E 552",4,"College of Built Environments","College of Built Environments","R E",552,"REAL ESTATE PROCESS",90,17,315.4,3.50444444444444
"6899","R E 553",2,"College of Built Environments","College of Built Environments","R E",553,"URBAN LAND ECON",37,2,127.9,3.45675675675676
"6900","R E 554",1,NA,NA,"R E",554,"REAL EST FINANCE",18,3,64.8,3.6
"6901","R E 555",2,"College of Built Environments","College of Built Environments","R E",555,"RE APPRAISAL",38,6,129.6,3.41052631578947
"6902","R E 556",2,NA,NA,"R E",556,"REAL EST INVESTMENTS",40,6,134.4,3.36
"6903","R E 557",3,"College of Built Environments","College of Built Environments","R E",557,"REAL ESTATE LAW",61,5,196.8,3.22622950819672
"6904","R E 558",2,NA,NA,"R E",558,"REAL ESTATE MKT ANL",37,2,127.8,3.45405405405405
"6905","R E 561",1,"College of Built Environments","College of Built Environments","R E",561,"R E CAPITAL MARKETS",15,2,51,3.4
"6906","R E 570",2,"College of Built Environments","College of Built Environments","R E",570,"RE PROJECT FINANCE",34,6,117.1,3.44411764705882
"6907","R E 571",4,"College of Built Environments","College of Built Environments","R E",571,"REAL ESTATE DEVEL",77,13,261.5,3.3961038961039
"6908","R E 579",1,NA,NA,"R E",579,"DEVELOPMENT STUDIO",16,13,62.4,3.9
"6909","R E 590",1,"College of Built Environments","College of Built Environments","R E",590,"R E FORUM I",15,10,58.5,3.9
"6910","R E 598",10,NA,NA,"R E",598,"SPECIAL TOPICS",185,33,646.3,3.49351351351351
"6911","REHAB 403",2,NA,NA,"REHAB",403,"PHYS PRIN REHAB PRO",75,3,255.5,3.40666666666667
"6912","REHAB 442",2,NA,NA,"REHAB",442,"APPLIED KINESIOLOGY",74,15,259.6,3.50810810810811
"6913","REHAB 444",2,NA,NA,"REHAB",444,"FUNCTN MUSCULO ANAT",76,10,255.2,3.35789473684211
"6914","REHAB 445",1,NA,NA,"REHAB",445,"FUNCT MUSCULO ANAT",40,9,140,3.5
"6915","REHAB 502",15,NA,NA,"REHAB",502,"PEDIATRIC PT",634,196,2331.4,3.67728706624606
"6916","REHAB 503",1,"School of Medicine","School of Medicine","REHAB",503,"LIFESPAN III: ELDERS",40,25,152,3.8
"6917","REHAB 504",12,NA,NA,"REHAB",504,"PT PROCEDURES I",379,55,1382.9,3.64881266490765
"6918","REHAB 506",16,NA,NA,"REHAB",506,"PT PROCEDURES II",354,89,1305.3,3.68728813559322
"6919","REHAB 507",8,NA,NA,"REHAB",507,"PT PROCEDURES III",354,125,1318.2,3.72372881355932
"6920","REHAB 508",8,NA,NA,"REHAB",508,"PRINCIPLES THER EX",267,169,1011,3.78651685393258
"6921","REHAB 509",20,NA,NA,"REHAB",509,"FUNCTIONAL SKILLS",433,42,1568.9,3.62332563510393
"6922","REHAB 511",9,NA,NA,"REHAB",511,"MUSCULOSKELETAL IV",385,136,1425.7,3.70311688311688
"6923","REHAB 512",10,NA,NA,"REHAB",512,"MUSCULOSKELETAL V",430,38,1574,3.66046511627907
"6924","REHAB 517",28,"School of Medicine","School of Medicine","REHAB",517,"PT SEMINAR",1260,694,4785.4,3.79793650793651
"6925","REHAB 520",3,NA,NA,"REHAB",520,"SEMINAR",76,35,278.4,3.66315789473684
"6926","REHAB 521",1,"School of Medicine","School of Medicine","REHAB",521,"PATHOPHYS REHAB",47,2,169.2,3.6
"6927","REHAB 522",29,"School of Medicine","School of Medicine","REHAB",522,"NEUR TPCS REHAB MED",1176,209,4129.2,3.51122448979592
"6928","REHAB 523",9,NA,NA,"REHAB",523,"APPLIED NEURO",385,179,1454.2,3.77714285714286
"6929","REHAB 525",5,NA,NA,"REHAB",525,"EXERCISE PHYSIOLOGY",227,83,821.9,3.62070484581498
"6930","REHAB 527",8,NA,NA,"REHAB",527,"NEURSCI IV: SP TOPCS",338,163,1284.4,3.8
"6931","REHAB 531",1,"School of Medicine","School of Medicine","REHAB",531,"CRITICAL THINKING PT",47,47,188,4
"6932","REHAB 537",8,NA,NA,"REHAB",537,"FUNCT MOBIL SKILLS",354,237,1358.1,3.8364406779661
"6933","REHAB 538",7,NA,NA,"REHAB",538,"PT INTEG CIRC MGMT",304,20,1055.5,3.47203947368421
"6934","REHAB 540",11,NA,NA,"REHAB",540,"ACUTE CARE PRAC PT",487,120,1775.4,3.64558521560575
"6935","REHAB 544",16,NA,NA,"REHAB",544,"FNC ANAT RHAB EXTRM",673,79,2302.8,3.42169390787519
"6936","REHAB 545",16,NA,NA,"REHAB",545,"FNC ANAT RHAB SPINE",656,70,2273.5,3.4657012195122
"6937","REHAB 547",7,NA,NA,"REHAB",547,"BIOMECH OF EXERCISE",290,45,1036.3,3.57344827586207
"6938","REHAB 548",12,NA,NA,"REHAB",548,"KINESIOLOGY REHAB",480,43,1632.1,3.40020833333333
"6939","REHAB 551",14,NA,NA,"REHAB",551,"NEUROBIOLOGY REHAB",563,106,1946.7,3.45772646536412
"6940","REHAB 569",1,NA,NA,"REHAB",569,"PROS ORTH FOR PTS",40,15,148,3.7
"6941","REHAB 570",9,NA,NA,"REHAB",570,"FOUNDATIONS OF OT",224,19,788.8,3.52142857142857
"6942","REHAB 571",7,NA,NA,"REHAB",571,"OCC PERF IN LIFE",175,56,644.3,3.68171428571429
"6943","REHAB 572",10,NA,NA,"REHAB",572,"OT IN PSYCH DYS I",247,70,895.3,3.6246963562753
"6944","REHAB 574",9,NA,NA,"REHAB",574,"OT IN PHYS DIS I",223,15,790.4,3.54439461883408
"6945","REHAB 575",8,NA,NA,"REHAB",575,"OT IN PHYS DIS II",200,9,681.8,3.409
"6946","REHAB 576",17,NA,NA,"REHAB",576,"OT IN PEDS",423,108,1549.9,3.66406619385343
"6947","REHAB 577",8,NA,NA,"REHAB",577,"OT IN GERIATRICS",200,64,739.7,3.6985
"6948","REHAB 578",8,NA,NA,"REHAB",578,"OCC PERF ANALYSIS",199,62,738.8,3.71256281407035
"6949","REHAB 579",8,NA,NA,"REHAB",579,"THER COMM",199,55,733.3,3.68492462311558
"6950","REHAB 580",8,NA,NA,"REHAB",580,"INTRO TO RESEARCH",278,58,1011.6,3.63884892086331
"6951","REHAB 581",9,NA,NA,"REHAB",581,"APPL MSRMT SYSTMS",224,73,825.8,3.68660714285714
"6952","REHAB 582",8,NA,NA,"REHAB",582,"ASSISTIVE TECH",201,51,743.5,3.69900497512438
"6953","REHAB 585",7,NA,NA,"REHAB",585,"OT LEADERSHIP MGMT",175,36,632.4,3.61371428571429
"6954","RELIG 101",1,NA,NA,"RELIG",101,"A LIFE WORTH LIVING",54,18,183.6,3.4
"6955","RELIG 145",2,"College of Arts and Sciences","Social Sciences","RELIG",145,"INTRO JUDAISM",55,27,192.3,3.49636363636364
"6956","RELIG 201",4,NA,NA,"RELIG",201,"RELIGIONS.WESTERN",382,164,1375.2,3.6
"6957","RELIG 202",4,NA,NA,"RELIG",202,"RELIGIONS,EASTERN",398,92,1318.5,3.31281407035176
"6958","RELIG 210",2,NA,NA,"RELIG",210,"INTRO JUDAISM",93,8,297.9,3.20322580645161
"6959","RELIG 211",1,NA,NA,"RELIG",211,"ISLAM",54,24,194.4,3.6
"6960","RELIG 212",3,NA,NA,"RELIG",212,"INTRO TO THE QUR'AN",74,28,268.2,3.62432432432432
"6961","RELIG 220",5,NA,NA,"RELIG",220,"INTRO NEW TESTAMENT",382,32,1185.9,3.10445026178011
"6962","RELIG 240",1,NA,NA,"RELIG",240,"HEBREW BIBLE",36,31,140.4,3.9
"6963","RELIG 254",2,NA,NA,"RELIG",254,"AMERICAN RELIGIONS",122,37,414.8,3.4
"6964","RELIG 301",3,NA,NA,"RELIG",301,"MDRN RELIG THOUGHT",80,17,271.1,3.38875
"6965","RELIG 307",3,NA,NA,"RELIG",307,"RELIG & WORLD POL",125,12,407.6,3.2608
"6966","RELIG 320",3,NA,NA,"RELIG",320,"COMPAR STUDY DEATH",99,47,352.9,3.56464646464646
"6967","RELIG 322",2,NA,NA,"RELIG",322,"GOSPELS",55,8,181.5,3.3
"6968","RELIG 352",3,NA,NA,"RELIG",352,"HINDUISM",79,50,292.1,3.69746835443038
"6969","RELIG 354",1,NA,NA,"RELIG",354,"BUDDHISM",55,1,170.5,3.1
"6970","RELIG 380",4,NA,NA,"RELIG",380,"RELIG,NATURE&STUDY",125,54,439.2,3.5136
"6971","RELIG 400",2,NA,NA,"RELIG",400,"JEWISH MYSTCAL TRAD",45,12,156,3.46666666666667
"6972","RELIG 426",1,NA,NA,"RELIG",426,"GNOSTICISM",20,6,72,3.6
"6973","RELIG 440",1,NA,NA,"RELIG",440,"ANGELS",22,13,74.8,3.4
"6974","RELIG 490",2,"College of Arts and Sciences","Social Sciences","RELIG",490,"SPECIAL TOPICS",34,9,119,3.5
"6975","RES D 510",10,NA,NA,"RES D",510,"P-DENTAL MATRLS SCI",548,82,1775.2,3.23941605839416
"6976","RES D 511",5,NA,NA,"RES D",511,"P-APPLIED MATERIALS",274,5,832.9,3.03978102189781
"6977","RES D 515",5,NA,NA,"RES D",515,"P-DENTAL ANATOMY",274,3,789,2.87956204379562
"6978","RES D 516",5,NA,NA,"RES D",516,"P-INTRO OCCLUSION",274,55,937.3,3.42080291970803
"6979","RES D 517",5,NA,NA,"RES D",517,"P-FUNCT OCCLUSION",274,18,909.7,3.32007299270073
"6980","RES D 519",5,NA,NA,"RES D",519,"P-OPERATIVE DENT",274,164,1030.6,3.76131386861314
"6981","RES D 520",6,NA,NA,"RES D",520,"P-INTRO OPER DENT",377,85,1326.2,3.51777188328912
"6982","RES D 521",6,NA,NA,"RES D",521,"P-INTRO OPER DENT",375,83,1232.2,3.28586666666667
"6983","RES D 522",6,NA,NA,"RES D",522,"P-INTRO OPER DENT",375,109,1325.4,3.5344
"6984","RES D 525",6,NA,NA,"RES D",525,"P-FIXED PROS",377,41,1269.5,3.36737400530504
"6985","RES D 526",6,NA,NA,"RES D",526,"P-FIXED PROS",376,48,1278.8,3.40106382978723
"6986","RES D 527",6,NA,NA,"RES D",527,"P-FIXED PROS",374,52,1265.7,3.38422459893048
"6987","RES D 529",3,NA,NA,"RES D",529,"IMPLANT DENTISTRY",186,17,620,3.33333333333333
"6988","RES D 530",5,NA,NA,"RES D",530,"P-RESTORATIVE DENT",314,89,1111.4,3.53949044585987
"6989","RES D 531",5,NA,NA,"RES D",531,"P-RESTORATIVE DENT",312,72,1110.6,3.55961538461538
"6990","RES D 533",4,NA,NA,"RES D",533,"ADV RESTORATIVE",248,31,750.2,3.025
"6991","RES D 535",4,NA,NA,"RES D",535,"IMPLANT DENTISTRY",251,16,828.3,3.3
"6992","RES D 620",4,NA,NA,"RES D",620,"P-TRT PLAN REST DENT",250,139,937.7,3.7508
"6993","RES D 630",15,NA,NA,"RES D",630,"P-RES DENT CLINIC",933,355,3395,3.63879957127546
"6994","RES D 635",4,NA,NA,"RES D",635,"CLN RESTOR DENTISTRY",250,76,893.8,3.5752
"6995","RES D 640",18,NA,NA,"RES D",640,"P-ADV RES D CLINIC",1092,439,3996,3.65934065934066
"6996","RUSS 101",26,NA,NA,"RUSS",101,"FIRST-YEAR RUSSIAN",504,234,1733.1,3.43869047619048
"6997","RUSS 102",13,NA,NA,"RUSS",102,"FIRST-YEAR RUSSIAN",260,136,926.1,3.56192307692308
"6998","RUSS 103",12,NA,NA,"RUSS",103,"FIRST-YEAR RUSSIAN",235,116,835.2,3.55404255319149
"6999","RUSS 110",13,NA,NA,"RUSS",110,"INTRO RUSS CUL/CIV",468,158,1599.8,3.41837606837607
"7000","RUSS 120",9,NA,NA,"RUSS",120,"RUSS LIT & CUL HIST",232,94,833.5,3.5926724137931
"7001","RUSS 150",2,"College of Arts and Sciences","Humanities","RUSS",150,"INTSV FRST-YR RUSS",39,15,121.2,3.10769230769231
"7002","RUSS 201",6,NA,NA,"RUSS",201,"SECOND-YEAR RUSS",115,39,397.8,3.45913043478261
"7003","RUSS 202",6,NA,NA,"RUSS",202,"SECOND-YEAR RUSS",101,39,353.3,3.4980198019802
"7004","RUSS 203",4,NA,NA,"RUSS",203,"SECOND-YEAR RUSS",75,33,259.4,3.45866666666667
"7005","RUSS 210",1,NA,NA,"RUSS",210,"MEDIEVAL RUSSIA",40,21,148,3.7
"7006","RUSS 220",1,NA,NA,"RUSS",220,"RUSS LIT&CLTRL HIST",17,14,66.3,3.9
"7007","RUSS 223",3,NA,NA,"RUSS",223,"RUSSIAN CINEMA",64,19,201.8,3.153125
"7008","RUSS 230",3,NA,NA,"RUSS",230,"RUSS MASTERPIECES",81,35,281.8,3.47901234567901
"7009","RUSS 250",1,"College of Arts and Sciences","Humanities","RUSS",250,"INTSV SECND-YR RUSS",16,5,54.4,3.4
"7010","RUSS 260",3,NA,NA,"RUSS",260,"UNDERWORLDS",142,93,539.6,3.8
"7011","RUSS 301",4,NA,NA,"RUSS",301,"3RD YEAR RUSSIAN",98,29,325,3.31632653061224
"7012","RUSS 302",5,NA,NA,"RUSS",302,"3RD YR RUSSIAN",113,41,382.1,3.38141592920354
"7013","RUSS 303",5,NA,NA,"RUSS",303,"3RD YR RUSSIAN",98,41,336.8,3.43673469387755
"7014","RUSS 321",2,NA,NA,"RUSS",321,"LIT/CLTR 1700-1840",62,12,202.2,3.26129032258065
"7015","RUSS 322",7,NA,NA,"RUSS",322,"LIT&CULT 1700-1900",184,86,650.3,3.53423913043478
"7016","RUSS 323",2,NA,NA,"RUSS",323,"LIT & CULT, 20TH C",62,10,200.6,3.23548387096774
"7017","RUSS 324",6,NA,NA,"RUSS",324,"RUSSIAN FOLK LIT",195,89,711.3,3.64769230769231
"7018","RUSS 401",2,NA,NA,"RUSS",401,"4TH YR RUSS",41,12,141.5,3.45121951219512
